state,county,fipscode,fipscode2,office,district,total.votes,party,candidate,votes
AK,Electoral District 2,2902,290200000,Superior Court,JD3,28588,No party,YES - Corey,2986
AK,Electoral District 2,2902,290200000,Superior Court,JD3,28588,No party,YES - Morse,3196
AK,Electoral District 2,2902,290200000,Superior Court,JD3,28588,No party,YES - Walker Jr.,3258
AK,Electoral District 2,2902,290200000,Superior Court,JD3,28588,No party,YES - Wolverton,3340
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,NO - Corey,3723
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,NO - Morse,2813
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,NO - Walker Jr.,2696
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,NO - Wolverton,2659
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,YES - Corey,3383
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,YES - Morse,4106
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,YES - Walker Jr.,4189
AK,Electoral District 20,2920,292000000,Superior Court,JD3,27711,No party,YES - Wolverton,4142
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,NO - Corey,4269
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,NO - Morse,3155
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,NO - Walker Jr.,2932
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,NO - Wolverton,2836
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,YES - Corey,4802
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,YES - Morse,5591
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,YES - Walker Jr.,5779
AK,Electoral District 21,2921,292100000,Superior Court,JD3,35172,No party,YES - Wolverton,5808
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,NO - Corey,3993
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,NO - Morse,3571
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,NO - Walker Jr.,3499
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,NO - Wolverton,3276
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,YES - Corey,3107
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,YES - Morse,3355
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,YES - Walker Jr.,3408
AK,Electoral District 22,2922,292200000,Superior Court,JD3,27667,No party,YES - Wolverton,3458
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,NO - Corey,3526
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,NO - Morse,3256
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,NO - Walker Jr.,3203
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,NO - Wolverton,3034
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,YES - Corey,2961
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,YES - Morse,3127
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,YES - Walker Jr.,3168
AK,Electoral District 24,2924,292400000,Superior Court,JD3,25444,No party,YES - Wolverton,3169
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,NO - Corey,4253
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,NO - Morse,3431
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,NO - Walker Jr.,3350
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,NO - Wolverton,3194
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,YES - Corey,3528
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,YES - Morse,4041
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,YES - Walker Jr.,4089
AK,Electoral District 25,2925,292500000,Superior Court,JD3,29944,No party,YES - Wolverton,4058
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,NO - Corey,2406
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,NO - Morse,1752
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,NO - Walker Jr.,1655
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,NO - Wolverton,1622
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,YES - Corey,2514
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,YES - Morse,2988
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,YES - Walker Jr.,3064
AK,Electoral District 26,2926,292600000,Superior Court,JD3,18967,No party,YES - Wolverton,2966
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,NO - Corey,4190
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,NO - Morse,3722
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,NO - Walker Jr.,3631
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,NO - Wolverton,3383
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,YES - Corey,3235
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,YES - Morse,3573
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,YES - Walker Jr.,3643
AK,Electoral District 3,2903,290300000,Superior Court,JD3,29118,No party,YES - Wolverton,3741
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,NO - Corey,1934
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,NO - Morse,1373
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,NO - Walker Jr.,1380
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,NO - Wolverton,1328
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,YES - Corey,1725
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,YES - Morse,2153
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,YES - Walker Jr.,2149
AK,Electoral District 31,2931,293100000,Superior Court,JD3,14135,No party,YES - Wolverton,2093
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,NO - Corey,496
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,NO - Morse,458
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,NO - Walker Jr.,431
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,NO - Wolverton,413
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,YES - Corey,350
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,YES - Morse,376
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,YES - Walker Jr.,402
AK,Electoral District 37,2937,293700000,Superior Court,JD3,3330,No party,YES - Wolverton,404
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,NO - Corey,3724
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,NO - Morse,3375
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,NO - Walker Jr.,3330
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,NO - Wolverton,3157
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,YES - Corey,2795
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,YES - Morse,3021
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,YES - Walker Jr.,3045
AK,Electoral District 38,2938,293800000,Superior Court,JD3,25633,No party,YES - Wolverton,3186
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,NO - Corey,3989
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,NO - Morse,3742
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,NO - Walker Jr.,3714
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,NO - Wolverton,3385
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,YES - Corey,2626
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,YES - Morse,2769
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,YES - Walker Jr.,2770
AK,Electoral District 39,2939,293900000,Superior Court,JD3,25930,No party,YES - Wolverton,2935
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,NO - Corey,4279
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,NO - Morse,3795
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,NO - Walker Jr.,3677
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,NO - Wolverton,3497
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,YES - Corey,3158
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,YES - Morse,3491
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,YES - Walker Jr.,3589
AK,Electoral District 4,2904,290400000,Superior Court,JD3,29153,No party,YES - Wolverton,3667
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,NO - Corey,2974
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,NO - Morse,2591
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,NO - Walker Jr.,2503
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,NO - Wolverton,2386
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,YES - Corey,2482
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,YES - Morse,2746
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,YES - Walker Jr.,2808
AK,Electoral District 40,2940,294000000,Superior Court,JD3,21324,No party,YES - Wolverton,2834
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,NO - Corey,2285
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,NO - Morse,1919
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,NO - Walker Jr.,1841
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,NO - Wolverton,1762
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,YES - Corey,2112
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,YES - Morse,2349
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,YES - Walker Jr.,2412
AK,Electoral District 5,2905,290500000,Superior Court,JD3,17129,No party,YES - Wolverton,2449
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,NO - Corey,3896
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,NO - Morse,3135
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,NO - Walker Jr.,2992
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,NO - Wolverton,2859
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,YES - Corey,3748
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,YES - Morse,4307
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,YES - Walker Jr.,4427
AK,Electoral District 6,2906,290600000,Superior Court,JD3,29858,No party,YES - Wolverton,4494
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,NO - Corey,1702
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,NO - Morse,1351
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,NO - Walker Jr.,1295
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,NO - Wolverton,1305
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,YES - Corey,1537
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,YES - Morse,1816
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,YES - Walker Jr.,1866
AK,Electoral District 7,2907,290700000,Superior Court,JD3,12689,No party,YES - Wolverton,1817
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,NO - Corey,2995
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,NO - Morse,2308
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,NO - Walker Jr.,2164
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,NO - Wolverton,2120
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,YES - Corey,2654
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,YES - Morse,3196
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,YES - Walker Jr.,3327
AK,Electoral District 8,2908,290800000,Superior Court,JD3,22048,No party,YES - Wolverton,3284
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,NO - Corey,2619
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,NO - Morse,1990
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,NO - Walker Jr.,1873
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,NO - Wolverton,1813
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,YES - Corey,2463
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,YES - Morse,2963
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,YES - Walker Jr.,3074
AK,Electoral District 9,2909,290900000,Superior Court,JD3,19861,No party,YES - Wolverton,3066
AK,Electoral District 1,2901,290100000,Superior Court,JD4,10238,No party,NO - Lyle,1724
AK,Electoral District 1,2901,290100000,Superior Court,JD4,10238,No party,NO - McConahy,1769
AK,Electoral District 1,2901,290100000,Superior Court,JD4,10238,No party,YES - Lyle,3409
AK,Electoral District 1,2901,290100000,Superior Court,JD4,10238,No party,YES - McConahy,3336
AK,Electoral District 12,2912,291200000,Superior Court,JD4,6876,No party,NO - Lyle,1125
AK,Electoral District 12,2912,291200000,Superior Court,JD4,6876,No party,NO - McConahy,1153
AK,Electoral District 12,2912,291200000,Superior Court,JD4,6876,No party,YES - Lyle,2323
AK,Electoral District 12,2912,291200000,Superior Court,JD4,6876,No party,YES - McConahy,2275
AK,Electoral District 23,2923,292300000,Superior Court,JD4,10940,No party,NO - Lyle,1822
AK,Electoral District 23,2923,292300000,Superior Court,JD4,10940,No party,NO - McConahy,1850
AK,Electoral District 23,2923,292300000,Superior Court,JD4,10940,No party,YES - Lyle,3664
AK,Electoral District 23,2923,292300000,Superior Court,JD4,10940,No party,YES - McConahy,3604
AK,Electoral District 31,2931,293100000,Superior Court,JD4,788,No party,NO - Lyle,206
AK,Electoral District 31,2931,293100000,Superior Court,JD4,788,No party,NO - McConahy,207
AK,Electoral District 31,2931,293100000,Superior Court,JD4,788,No party,YES - Lyle,189
AK,Electoral District 31,2931,293100000,Superior Court,JD4,788,No party,YES - McConahy,186
AK,Electoral District 32,2932,293200000,Superior Court,JD4,9663,No party,NO - Lyle,2124
AK,Electoral District 32,2932,293200000,Superior Court,JD4,9663,No party,NO - McConahy,2238
AK,Electoral District 32,2932,293200000,Superior Court,JD4,9663,No party,YES - Lyle,2710
AK,Electoral District 32,2932,293200000,Superior Court,JD4,9663,No party,YES - McConahy,2591
AK,Electoral District 33,2933,293300000,Superior Court,JD4,4695,No party,NO - Lyle,990
AK,Electoral District 33,2933,293300000,Superior Court,JD4,4695,No party,NO - McConahy,1032
AK,Electoral District 33,2933,293300000,Superior Court,JD4,4695,No party,YES - Lyle,1372
AK,Electoral District 33,2933,293300000,Superior Court,JD4,4695,No party,YES - McConahy,1301
AK,Electoral District 34,2934,293400000,Superior Court,JD4,15149,No party,NO - Lyle,2088
AK,Electoral District 34,2934,293400000,Superior Court,JD4,15149,No party,NO - McConahy,2204
AK,Electoral District 34,2934,293400000,Superior Court,JD4,15149,No party,YES - Lyle,5506
AK,Electoral District 34,2934,293400000,Superior Court,JD4,15149,No party,YES - McConahy,5351
AK,Electoral District 35,2935,293500000,Superior Court,JD4,322,No party,NO - Lyle,76
AK,Electoral District 35,2935,293500000,Superior Court,JD4,322,No party,NO - McConahy,78
AK,Electoral District 35,2935,293500000,Superior Court,JD4,322,No party,YES - Lyle,87
AK,Electoral District 35,2935,293500000,Superior Court,JD4,322,No party,YES - McConahy,81
AK,Electoral District 36,2936,293600000,Superior Court,JD4,12029,No party,NO - Lyle,1866
AK,Electoral District 36,2936,293600000,Superior Court,JD4,12029,No party,NO - McConahy,1896
AK,Electoral District 36,2936,293600000,Superior Court,JD4,12029,No party,YES - Lyle,4163
AK,Electoral District 36,2936,293600000,Superior Court,JD4,12029,No party,YES - McConahy,4104
AK,Electoral District 37,2937,293700000,Superior Court,JD4,10454,No party,NO - Lyle,2031
AK,Electoral District 37,2937,293700000,Superior Court,JD4,10454,No party,NO - McConahy,2092
AK,Electoral District 37,2937,293700000,Superior Court,JD4,10454,No party,YES - Lyle,3198
AK,Electoral District 37,2937,293700000,Superior Court,JD4,10454,No party,YES - McConahy,3133
AK,Electoral District 40,2940,294000000,Superior Court,JD4,3044,No party,NO - Lyle,628
AK,Electoral District 40,2940,294000000,Superior Court,JD4,3044,No party,NO - McConahy,620
AK,Electoral District 40,2940,294000000,Superior Court,JD4,3044,No party,YES - Lyle,892
AK,Electoral District 40,2940,294000000,Superior Court,JD4,3044,No party,YES - McConahy,904
AK,Alaska,2000,200000000,US House,1,118,Democrat,"Galvin, Alyse S.",111
AK,Alaska,2000,200000000,US House,1,118,No party,Write-in,0
AK,Alaska,2000,200000000,US House,1,118,Republican,"Young, Don",7
AK,Electoral District 1,2901,290100000,US House,1,5595,Democrat,"Galvin, Alyse S.",2930
AK,Electoral District 1,2901,290100000,US House,1,5595,No party,Write-in,29
AK,Electoral District 1,2901,290100000,US House,1,5595,Republican,"Young, Don",2636
AK,Electoral District 10,2910,291000000,US House,1,6457,Democrat,"Galvin, Alyse S.",4004
AK,Electoral District 10,2910,291000000,US House,1,6457,No party,Write-in,22
AK,Electoral District 10,2910,291000000,US House,1,6457,Republican,"Young, Don",2431
AK,Electoral District 11,2911,291100000,US House,1,4129,Democrat,"Galvin, Alyse S.",2600
AK,Electoral District 11,2911,291100000,US House,1,4129,No party,Write-in,18
AK,Electoral District 11,2911,291100000,US House,1,4129,Republican,"Young, Don",1511
AK,Electoral District 12,2912,291200000,US House,1,3770,Democrat,"Galvin, Alyse S.",1539
AK,Electoral District 12,2912,291200000,US House,1,3770,No party,Write-in,20
AK,Electoral District 12,2912,291200000,US House,1,3770,Republican,"Young, Don",2211
AK,Electoral District 13,2913,291300000,US House,1,6249,Democrat,"Galvin, Alyse S.",4153
AK,Electoral District 13,2913,291300000,US House,1,6249,No party,Write-in,24
AK,Electoral District 13,2913,291300000,US House,1,6249,Republican,"Young, Don",2072
AK,Electoral District 14,2914,291400000,US House,1,7787,Democrat,"Galvin, Alyse S.",4600
AK,Electoral District 14,2914,291400000,US House,1,7787,No party,Write-in,30
AK,Electoral District 14,2914,291400000,US House,1,7787,Republican,"Young, Don",3157
AK,Electoral District 15,2915,291500000,US House,1,7695,Democrat,"Galvin, Alyse S.",3652
AK,Electoral District 15,2915,291500000,US House,1,7695,No party,Write-in,13
AK,Electoral District 15,2915,291500000,US House,1,7695,Republican,"Young, Don",4030
AK,Electoral District 16,2916,291600000,US House,1,5963,Democrat,"Galvin, Alyse S.",3033
AK,Electoral District 16,2916,291600000,US House,1,5963,No party,Write-in,20
AK,Electoral District 16,2916,291600000,US House,1,5963,Republican,"Young, Don",2910
AK,Electoral District 17,2917,291700000,US House,1,8497,Democrat,"Galvin, Alyse S.",3849
AK,Electoral District 17,2917,291700000,US House,1,8497,No party,Write-in,26
AK,Electoral District 17,2917,291700000,US House,1,8497,Republican,"Young, Don",4622
AK,Electoral District 18,2918,291800000,US House,1,7369,Democrat,"Galvin, Alyse S.",3796
AK,Electoral District 18,2918,291800000,US House,1,7369,No party,Write-in,17
AK,Electoral District 18,2918,291800000,US House,1,7369,Republican,"Young, Don",3556
AK,Electoral District 19,2919,291900000,US House,1,8186,Democrat,"Galvin, Alyse S.",3609
AK,Electoral District 19,2919,291900000,US House,1,8186,No party,Write-in,28
AK,Electoral District 19,2919,291900000,US House,1,8186,Republican,"Young, Don",4549
AK,Electoral District 2,2902,290200000,US House,1,8254,Democrat,"Galvin, Alyse S.",2580
AK,Electoral District 2,2902,290200000,US House,1,8254,No party,Write-in,46
AK,Electoral District 2,2902,290200000,US House,1,8254,Republican,"Young, Don",5628
AK,Electoral District 20,2920,292000000,US House,1,7896,Democrat,"Galvin, Alyse S.",4003
AK,Electoral District 20,2920,292000000,US House,1,7896,No party,Write-in,40
AK,Electoral District 20,2920,292000000,US House,1,7896,Republican,"Young, Don",3853
AK,Electoral District 21,2921,292100000,US House,1,10534,Democrat,"Galvin, Alyse S.",5122
AK,Electoral District 21,2921,292100000,US House,1,10534,No party,Write-in,15
AK,Electoral District 21,2921,292100000,US House,1,10534,Republican,"Young, Don",5397
AK,Electoral District 22,2922,292200000,US House,1,8456,Democrat,"Galvin, Alyse S.",2834
AK,Electoral District 22,2922,292200000,US House,1,8456,No party,Write-in,47
AK,Electoral District 22,2922,292200000,US House,1,8456,Republican,"Young, Don",5575
AK,Electoral District 23,2923,292300000,US House,1,5976,Democrat,"Galvin, Alyse S.",1641
AK,Electoral District 23,2923,292300000,US House,1,5976,No party,Write-in,54
AK,Electoral District 23,2923,292300000,US House,1,5976,Republican,"Young, Don",4281
AK,Electoral District 24,2924,292400000,US House,1,7858,Democrat,"Galvin, Alyse S.",2534
AK,Electoral District 24,2924,292400000,US House,1,7858,No party,Write-in,81
AK,Electoral District 24,2924,292400000,US House,1,7858,Republican,"Young, Don",5243
AK,Electoral District 25,2925,292500000,US House,1,9762,Democrat,"Galvin, Alyse S.",4646
AK,Electoral District 25,2925,292500000,US House,1,9762,No party,Write-in,65
AK,Electoral District 25,2925,292500000,US House,1,9762,Republican,"Young, Don",5051
AK,Electoral District 26,2926,292600000,US House,1,6332,Democrat,"Galvin, Alyse S.",3052
AK,Electoral District 26,2926,292600000,US House,1,6332,No party,Write-in,23
AK,Electoral District 26,2926,292600000,US House,1,6332,Republican,"Young, Don",3257
AK,Electoral District 27,2927,292700000,US House,1,9431,Democrat,"Galvin, Alyse S.",6662
AK,Electoral District 27,2927,292700000,US House,1,9431,No party,Write-in,17
AK,Electoral District 27,2927,292700000,US House,1,9431,Republican,"Young, Don",2752
AK,Electoral District 28,2928,292800000,US House,1,8957,Democrat,"Galvin, Alyse S.",5088
AK,Electoral District 28,2928,292800000,US House,1,8957,No party,Write-in,19
AK,Electoral District 28,2928,292800000,US House,1,8957,Republican,"Young, Don",3850
AK,Electoral District 29,2929,292900000,US House,1,8021,Democrat,"Galvin, Alyse S.",4485
AK,Electoral District 29,2929,292900000,US House,1,8021,No party,Write-in,22
AK,Electoral District 29,2929,292900000,US House,1,8021,Republican,"Young, Don",3514
AK,Electoral District 3,2903,290300000,US House,1,8460,Democrat,"Galvin, Alyse S.",2844
AK,Electoral District 3,2903,290300000,US House,1,8460,No party,Write-in,41
AK,Electoral District 3,2903,290300000,US House,1,8460,Republican,"Young, Don",5575
AK,Electoral District 30,2930,293000000,US House,1,7293,Democrat,"Galvin, Alyse S.",3284
AK,Electoral District 30,2930,293000000,US House,1,7293,No party,Write-in,27
AK,Electoral District 30,2930,293000000,US House,1,7293,Republican,"Young, Don",3982
AK,Electoral District 31,2931,293100000,US House,1,4702,Democrat,"Galvin, Alyse S.",2273
AK,Electoral District 31,2931,293100000,US House,1,4702,No party,Write-in,11
AK,Electoral District 31,2931,293100000,US House,1,4702,Republican,"Young, Don",2418
AK,Electoral District 32,2932,293200000,US House,1,5296,Democrat,"Galvin, Alyse S.",3087
AK,Electoral District 32,2932,293200000,US House,1,5296,No party,Write-in,14
AK,Electoral District 32,2932,293200000,US House,1,5296,Republican,"Young, Don",2195
AK,Electoral District 33,2933,293300000,US House,1,5661,Democrat,"Galvin, Alyse S.",2906
AK,Electoral District 33,2933,293300000,US House,1,5661,No party,Write-in,21
AK,Electoral District 33,2933,293300000,US House,1,5661,Republican,"Young, Don",2734
AK,Electoral District 34,2934,293400000,US House,1,8697,Democrat,"Galvin, Alyse S.",4910
AK,Electoral District 34,2934,293400000,US House,1,8697,No party,Write-in,28
AK,Electoral District 34,2934,293400000,US House,1,8697,Republican,"Young, Don",3759
AK,Electoral District 35,2935,293500000,US House,1,4157,Democrat,"Galvin, Alyse S.",1957
AK,Electoral District 35,2935,293500000,US House,1,4157,No party,Write-in,12
AK,Electoral District 35,2935,293500000,US House,1,4157,Republican,"Young, Don",2188
AK,Electoral District 36,2936,293600000,US House,1,6963,Democrat,"Galvin, Alyse S.",3687
AK,Electoral District 36,2936,293600000,US House,1,6963,No party,Write-in,36
AK,Electoral District 36,2936,293600000,US House,1,6963,Republican,"Young, Don",3240
AK,Electoral District 37,2937,293700000,US House,1,7081,Democrat,"Galvin, Alyse S.",2751
AK,Electoral District 37,2937,293700000,US House,1,7081,No party,Write-in,37
AK,Electoral District 37,2937,293700000,US House,1,7081,Republican,"Young, Don",4293
AK,Electoral District 38,2938,293800000,US House,1,7284,Democrat,"Galvin, Alyse S.",2104
AK,Electoral District 38,2938,293800000,US House,1,7284,No party,Write-in,38
AK,Electoral District 38,2938,293800000,US House,1,7284,Republican,"Young, Don",5142
AK,Electoral District 39,2939,293900000,US House,1,7400,Democrat,"Galvin, Alyse S.",1854
AK,Electoral District 39,2939,293900000,US House,1,7400,No party,Write-in,35
AK,Electoral District 39,2939,293900000,US House,1,7400,Republican,"Young, Don",5511
AK,Electoral District 4,2904,290400000,US House,1,8467,Democrat,"Galvin, Alyse S.",2511
AK,Electoral District 4,2904,290400000,US House,1,8467,No party,Write-in,33
AK,Electoral District 4,2904,290400000,US House,1,8467,Republican,"Young, Don",5923
AK,Electoral District 40,2940,294000000,US House,1,8104,Democrat,"Galvin, Alyse S.",2610
AK,Electoral District 40,2940,294000000,US House,1,8104,No party,Write-in,49
AK,Electoral District 40,2940,294000000,US House,1,8104,Republican,"Young, Don",5445
AK,Electoral District 5,2905,290500000,US House,1,4987,Democrat,"Galvin, Alyse S.",1800
AK,Electoral District 5,2905,290500000,US House,1,4987,No party,Write-in,21
AK,Electoral District 5,2905,290500000,US House,1,4987,Republican,"Young, Don",3166
AK,Electoral District 6,2906,290600000,US House,1,8648,Democrat,"Galvin, Alyse S.",3410
AK,Electoral District 6,2906,290600000,US House,1,8648,No party,Write-in,42
AK,Electoral District 6,2906,290600000,US House,1,8648,Republican,"Young, Don",5196
AK,Electoral District 7,2907,290700000,US House,1,3598,Democrat,"Galvin, Alyse S.",1855
AK,Electoral District 7,2907,290700000,US House,1,3598,No party,Write-in,27
AK,Electoral District 7,2907,290700000,US House,1,3598,Republican,"Young, Don",1716
AK,Electoral District 8,2908,290800000,US House,1,6271,Democrat,"Galvin, Alyse S.",3425
AK,Electoral District 8,2908,290800000,US House,1,6271,No party,Write-in,23
AK,Electoral District 8,2908,290800000,US House,1,6271,Republican,"Young, Don",2823
AK,Electoral District 9,2909,290900000,US House,1,5805,Democrat,"Galvin, Alyse S.",3408
AK,Electoral District 9,2909,290900000,US House,1,5805,No party,Write-in,17
AK,Electoral District 9,2909,290900000,US House,1,5805,Republican,"Young, Don",2380
